ID,NOMBRE,DESCRIPCION,COSTO,PRECIO,FK_MON,CODIGO,FK_PROV,FK_MARCA
13510,FAROL          SPINIT COMPACT TW7 CL219,,177.72,395,1,184808663SPIN,9999,9999
13511,FAROL          SPINIT MULTILED 20 CL233,,221.89,495,1,184808664SPIN,9999,9999
13512,MOCHILA        SALO WANDERER 30,,126,231,1,46081253430LT,9999,9999
13513,CORTAPLUMAS    VICTOR.CLIMBER 1.3703,,28.94,70,1,1.06E+12,9999,9999
13514,CORTAPLUMAS    VICTOR.CAMPER 1.3613.71,,21.75,53,1,1.06E+12,9999,9999
13515,ACCESORIOS     VICTORINOX REPUESTOS,,2.14,5,1,008817151VICT,9999,9999
13516,ACCESORIOS     VICTORINOX MINI DESTORN.,,3.25,8,1,88171523643,9999,9999
13517,ACCESORIOS     VICTORINOX PIEDRA AFILAR,,6.58,16,1,008817153VICT,9999,9999
13518,CORTAPLUMAS    VICTOR.CHAMP 1.6795.3,,82.1,198,1,1.06E+12,9999,9999
13519,CORTAPLUMAS    VICTOR.S.CARD 0.7322T,,34.27,83,1,1.06E+12,9999,9999
13520,CORTAPLUMAS    VICTOR.FORESTER 0.8363.3,,42.25,100,1,1.06E+12,9999,9999
13521,CORTAPLUMAS    VICTOR.CYBERTOOL 7775,,113.28,272,1,1.06E+12,9999,9999
13522,CORTAPLUMAS    VICTOR.CORTAUÑAS 2055,,14.94,36,1,1.06E+12,9999,9999
13523,CORTAPLUMAS    VICTOR.3763 RANGER,,56.64,136,1,1.06E+12,9999,9999
13524,CORTAPLUMAS    VICTOR.EXPLORER 6703,,42.54,100,1,1.06E+12,9999,9999
13525,PINZA          VICTORINOX SPIRIT 3.0227,,124.79,300,1,5.86E+12,9999,9999
13526,PINZA          VICTORINOX SPIRIT 3.0239,,205.61,494,1,5.86E+12,9999,9999
13527,LINTERNA       MAGLITE ST2D016 2D C/LED,,54.2,130,1,407817104MAGL,9999,9999
13528,LINTERNA       MAGLITE SP2201H 2AA C/LED,,23.57,57,1,407817105MAGL,9999,9999
13529,LINTERNA       MAGLITE K3A012/92 SOLITA.,,11,27,1,407817106MAGL,9999,9999
13530,ACC.CAMPING    LAMPARA MAGLITE P/2D Y 3D,,4.65,12,1,008817102MAGL,9999,9999
13531,ACCESORIOS     TAPA INTERRUPTOR MAGLITE,,1.47,4,1,008817103MAGL,9999,9999
13532,CUCHILLO       BUCK M.119BRB,,84.85,204,1,109814851BUCK,9999,9999
13533,CUCHILLO       VENADO M.MONTE 15CM,,31.43,75,1,10981475115CM,9999,9999
13534,CUCHILLO       VENADO M.CAZADOR 16CM,,30.64,74,1,10981475216CM,9999,9999
13535,PINZA          VENADO MULTIUSI INOX/MADE,,9.82,24,1,585814751VENA,9999,9999
13536,CHAIRA         VENADO RAYADA 25CM,,8.57,20,1,09081475125CM,9999,9999
13537,CHAIRA         VENADO RAYADA 20CM,,6.43,15,1,09081475220CM,9999,9999
13538,CUCHILLO       VENADO JGO.TRINCHAR 2PZAS,,13.93,34,1,109814753VENA,9999,9999
13539,CUCHILLO       VENADO JGO.TRINCHAR 3PZAS,,31.3,75,1,109814754VENA,9999,9999
13540,CUBIERTOS      VENADO SET ASADO C/FUNDA,,6.79,17,1,106814751VENA,9999,9999
13541,CUBIERTOS      VENADO SET ASADO CAJA MAD,,15.72,38,1,106814752VENA,9999,9999
13542,BINOCULARES    BUSHNELL NIGHT VIS.4050,,395.18,950,1,4.18E+11,9999,9999
13543,FAROL          BAMBOO BUSCAHUELLAS,,10,24,1,184814651BAMB,9999,9999
13544,CORTAPLUMAS    VICTOR.CLASSIC 0.6223,,15.34,37,1,1.06E+12,9999,9999
13545,LINEA MOSCA    TEENY T-130 T-SERIES,,51.33,124,1,400814701T130,9999,9999
13546,ACCESORIOS     TRANSFORMADOR P/FAROL BAM,,4.3,10,1,008814651BAMB,9999,9999
13547,FAROL          BAMBOO MINIFAROL C/9 LEDS,,9.29,23,1,184814652BAMB,9999,9999
13548,MOCHILA        BAMBOO  C/TERMO P/PICNIC,,27.14,65,1,460814651BAMB,9999,9999
13549,MOCHILA        BAMBOO P/PICNIC 2 PAX,,26.43,64,1,460814652BAMB,9999,9999
13550,MOCHILA        BAMBOO P/PICNIC 4 PAX,,73,175,1,460814653BAMB,9999,9999
13551,CAMPERA    B   LIMA REVERSIBLE,,290,638,1,085801031BXS.,9999,9999
13552,CAMPERA    B   LIMA REVERSIBLE,,290,638,1,085801031CXS.,9999,9999
13553,CAMPERA    B   LIMA REVERSIBLE,,290,638,1,085801031M...,9999,9999
13554,CAMPERA    B   LIMA REVERSIBLE,,290,638,1,085801031L...,9999,9999
13555,CAMPERA    B   LIMA REVERSIBLE,,290,638,1,085801031XL..,9999,9999
13556,CAMPERA    B   LIMA REVERSIBLE,,290,638,1,085801031XXL.,9999,9999
13557,CAMPERA    B   LIMA ROMPEVIENTOS,,147.5,325,1,085801032BXS.,9999,9999
13558,CAMPERA    B   LIMA ROMPEVIENTOS,,147.5,325,1,085801032CXS.,9999,9999
13559,CAMPERA    B   LIMA ROMPEVIENTOS,,147.5,325,1,085801032M...,9999,9999
13560,CAMPERA    B   LIMA ROMPEVIENTOS,,147.5,325,1,085801032L...,9999,9999
13561,CAMPERA    B   LIMA ROMPEVIENTOS,,147.5,325,1,085801032XL..,9999,9999
13562,CAMPERA    B   LIMA ROMPEVIENTOS,,147.5,325,1,085801032XXL.,9999,9999
13563,PPANTALON  AB  LIMA,,185,407,1,580801031BXS.,9999,9999
13564,PPANTALON  AB  LIMA,,185,407,1,580801031CXS.,9999,9999
13565,PPANTALON  AB  LIMA,,185,407,1,580801031M...,9999,9999
13566,PPANTALON  AB  LIMA,,185,407,1,580801031L...,9999,9999
13567,PPANTALON  AB  LIMA,,185,407,1,580801031XL..,9999,9999
13568,PPANTALON  AB  LIMA,,185,407,1,580801031XXL.,9999,9999
13569,BOTA HIKING B  SALO SOLARIS 2 MID GTX,,550,1210,1,0608125487.5.,9999,9999
13570,BOTA HIKING B  SALO SOLARIS 2 MID GTX,,550,1210,1,0608125488.0.,9999,9999
13571,BOTA HIKING B  SALO SOLARIS 2 MID GTX,,550,1210,1,0608125488.5.,9999,9999
13572,BOTA HIKING B  SALO SOLARIS 2 MID GTX,,550,1210,1,0608125489.0.,9999,9999
13573,BOTA HIKING B  SALO SOLARIS 2 MID GTX,,550,1210,1,0608125489.5.,9999,9999
13574,BOTA HIKING B  SALO SOLARIS 2 MID GTX,,550,1210,1,6081254810,9999,9999
13575,BOTA HIKING B  SALO SOLARIS 2 MID GTX,,550,1210,1,6081254811,9999,9999
13576,BOTA HIKING B  SALO SOLARIS 2 MID GTX,,550,1210,1,6081254811,9999,9999
13577,BOTA HIKING B  SALO SOLARIS 2 MID GTX,,550,1210,1,6081254812,9999,9999
13578,BOTA HIKING B  SALO SOLARIS 2 MID GTX,,550,1210,1,6081254813,9999,9999
13579,BOTA HIKING A  SALO SOLARIS 2 MID GTX W,,550,1210,1,0608125174.5.,9999,9999
13580,BOTA HIKING A  SALO SOLARIS 2 MID GTX W,,550,1210,1,0608125175.0.,9999,9999
13581,BOTA HIKING A  SALO SOLARIS 2 MID GTX W,,550,1210,1,0608125175.5.,9999,9999
13582,BOTA HIKING A  SALO SOLARIS 2 MID GTX W,,550,1210,1,0608125176.0.,9999,9999
13583,BOTA HIKING A  SALO SOLARIS 2 MID GTX W,,550,1210,1,0608125176.5.,9999,9999
13584,BOTA HIKING A  SALO SOLARIS 2 MID GTX W,,550,1210,1,0608125177.0.,9999,9999
13585,BOTA HIKING A  SALO SOLARIS 2 MID GTX W,,550,1210,1,0608125177.5.,9999,9999
13586,BOTA HIKING A  SALO XA PRO 3D W,,447.5,985,1,0608125184.5.,9999,9999
13587,BOTA HIKING A  SALO XA PRO 3D W,,447.5,985,1,0608125185.0.,9999,9999
13588,BOTA HIKING A  SALO XA PRO 3D W,,447.5,985,1,0608125185.5.,9999,9999
13589,BOTA HIKING A  SALO XA PRO 3D W,,447.5,985,1,0608125186.0.,9999,9999
13590,BOTA HIKING A  SALO XA PRO 3D W,,447.5,985,1,0608125186.5.,9999,9999
13591,BOTA HIKING A  SALO XA PRO 3D W,,447.5,985,1,0608125187.0.,9999,9999
13592,BOTA HIKING A  SALO XA PRO 3D W,,447.5,985,1,0608125187.5.,9999,9999
13593,CARPA          DOITE TEIDE XR 2 1592,,1915.02,4220,1,0878155312PAX,9999,9999
13594,INFLADOR       SPINIT TORNADO 220/12 VOL,,309.14,680,1,275808662ELEC,9999,9999
13595,MESA           SPINIT PLEGABLE 4 BANCOS,,788.54,1750,1,459808661PLEG,9999,9999
13596,HELADERA       SPINIT 4P C/ORGN 24L 3134,,325.92,795,1,26580866324LT,9999,9999
13597,HELADERA       SPINIT 4P C/CARRO 35L6014,,446.27,1100,1,26580866435LT,9999,9999
13598,CARTUCHO       DOITE BUTANO-PROPANA 450,,63.68,140,1,088815503450G,9999,9999
13599,COLCHONETA     SPINIT 15MM ESPUMA,,63.92,150,1,10080866515MM,9999,9999
13600,ACCESORIOS     NIKKO P.PASAPORTE NK-3109,,47.5,95,1,88058203109,9999,9999
13601,BOLSO          NIKKO CARGO ROLLER NK4042,,725,1595,1,4.68E+11,9999,9999
13602,BOLSO          NIKKO BEACH BAG NK 5063,,147.5,325,1,4.68E+11,9999,9999
13603,MOCHILA        NIKKO LINX 10 NK 2022,,42.5,94,1,46080581310LT,9999,9999
13604,MOCHILA        NIKKO OLYMPUS 13 NK-2046,,85,187,1,46080581413LT,9999,9999
13605,MOCHILA        NIKKO VORTEX 24 NK-2055,,60,132,1,46080582224LT,9999,9999
13606,MOCHILA        NIKKO BOOK PACK 24 NK2059,,60,132,1,46080582324LT,9999,9999
13607,MOCHILA        NIKKO VULCAN 28 NK-2071,,115,253,1,46080582528LT,9999,9999
13608,MOCHILA        NIKKO CREST 22 NK-2096,,125,275,1,46080582722LT,9999,9999
13609,MOCHILA        NIKKO SHIVA 45 NK-2119,,240,528,1,46080584145LT,9999,9999
13610,MOCHILA        NIKKO SHIVA 35 NK-2120,,225,495,1,46080583235LT,9999,9999
13611,MOCHILA        NIKKO NOMAD 50 NK-6026,,225,495,1,46080585150LT,9999,9999
13612,MOCHILA        NIKKO SUNSPOT 50 NK-6041,,290,638,1,46080585350LT,9999,9999
13613,BOLSO          NIKKO NOTE BOOK 13 NK4025,,265,583,1,4.68E+11,9999,9999
13614,BOLSO          NIKKO MESSENGER  NK-5056,,297.5,655,1,4.68E+11,9999,9999
13615,BOLSO          NIKKO URBAN BAG NK-5061,,115,253,1,4.68E+11,9999,9999
13616,MOCHILA        NIKKO FREERIDER 7 NK-9016,,135,297,1,4608058077.LT,9999,9999
13617,MOCHILA        NIKKO RACER 15 NK-9024,,165,363,1,46080581515LT,9999,9999
13618,MOCHILA        NIKKO NITRO 70+10 NK1025R,,390,858,1,46080587370LT,9999,9999
13619,BOLSA DE DORMIR NIKKO SL-1220 -10,,1347.5,2965,1,044805821-10.,9999,9999
13620,BOLSA DE DORMIR NIKKO SL-1220 B -15,,1497.5,3295,1,044805822-15.,9999,9999
13621,GORROS     N   NIKKO NW-007,,15,33,1,235805802N007,9999,9999
13622,GORROS     N   NIKKO SILICONADO NW-035,,13.5,30,1,235805802N035,9999,9999
13623,GORROS     V   NIKKO NJ-199 CUBRE NUCA,,60,132,1,235805803CAP.,9999,9999
13624,SOMBRERO   V   NIKKO NJ-203,,42.5,94,1,704805801N203,9999,9999
13625,BOTA HIKING A  NIKKO REDIAL LOW 5118,,270.45,655,1,06080580335..,9999,9999
13626,BOTA HIKING A  NIKKO REDIAL LOW 5118,,270.45,655,1,06080580336..,9999,9999
13627,BOTA HIKING A  NIKKO REDIAL LOW 5118,,270.45,655,1,06080580337..,9999,9999
13628,BOTA HIKING A  NIKKO REDIAL LOW 5118,,270.45,655,1,06080580338..,9999,9999
13629,PPANTALON  AB  NIKKO DESMONTABLE NJ46508,,135,297,1,580805802CXS.,9999,9999
13630,PPANTALON  AB  NIKKO DESMONTABLE NJ46508,,135,297,1,580805802M...,9999,9999
13631,PPANTALON  AB  NIKKO DESMONTABLE NJ46508,,135,297,1,580805802L...,9999,9999
13632,PPANTALON  AB  NIKKO DESMONTABLE NJ46508,,135,297,1,580805802XL..,9999,9999
13633,PPANTALON  AB  NIKKO DESMONTABLE NJ46508,,135,297,1,580805802XXL.,9999,9999
13634,CHALECO    VB  NIKKO NJ-60510,,197.5,435,1,091805801CXS.,9999,9999
13635,CHALECO    VB  NIKKO NJ-60510,,197.5,435,1,091805801M...,9999,9999
13636,CHALECO    VB  NIKKO NJ-60510,,197.5,435,1,091805801L...,9999,9999
13637,CHALECO    VB  NIKKO NJ-60510,,197.5,435,1,091805801XL..,9999,9999
13638,CHALECO    VB  NIKKO NJ-60510,,197.5,435,1,091805801XXL.,9999,9999
13639,CAMPERA    B   NIKKO DOWN JKT NJ-50603,,415,913,1,085805802CXS.,9999,9999
13640,CAMPERA    B   NIKKO DOWN JKT NJ-50603,,415,913,1,085805802M...,9999,9999
13641,CAMPERA    B   NIKKO DOWN JKT NJ-50603,,415,913,1,085805802L...,9999,9999
13642,CAMPERA    B   NIKKO DOWN JKT NJ-50603,,415,913,1,085805802XL..,9999,9999
13643,CAMPERA    B   NIKKO DOWN JKT NJ-50603,,415,913,1,085805802XXL.,9999,9999
13644,CAMPERA        AC NIKKO LI.WEIGHT NJ1106,,247.5,545,1,085805801CXS.,9999,9999
13645,CAMPERA        AC NIKKO LI.WEIGHT NJ1106,,247.5,545,1,085805801M...,9999,9999
13646,CAMPERA        AC NIKKO LI.WEIGHT NJ1106,,247.5,545,1,085805801L...,9999,9999
13647,CAMPERA        AC NIKKO LI.WEIGHT NJ1106,,247.5,545,1,085805801XL..,9999,9999
13648,CAMPERA        AC NIKKO LI.WEIGHT NJ1106,,247.5,545,1,085805801XXL.,9999,9999
13649,CORDON ZAP.    NIKKO REFORZADO,,7.5,17,1,103805801NIKO,9999,9999
13650,BAST.ZT        NIKKO NP-028,,265,583,1,040805801N028,9999,9999
13651,BOLSA DE DORMIR NIKKO SL 1800R XL,,725,1595,1,044805823-10.,9999,9999
13652,BOTA HIKING A  NIKKO NOMAD GTX LADY 3514,,588.64,1425,1,06080580435..,9999,9999
13653,BOTA HIKING A  NIKKO NOMAD GTX LADY 3514,,588.64,1425,1,06080580436..,9999,9999
13654,BOTA HIKING A  NIKKO NOMAD GTX LADY 3514,,588.64,1425,1,06080580437..,9999,9999
13655,BOTA HIKING A  NIKKO NOMAD GTX LADY 3514,,588.64,1425,1,06080580438..,9999,9999
13656,BOTA HIKING A  NIKKO NOMAD GTX LADY 3514,,588.64,1425,1,06080580439..,9999,9999
13657,BOTA HIKING B  NIKKO NOMAD GTX MEN 3514,,588.64,1425,1,06080581940..,9999,9999
13658,BOTA HIKING B  NIKKO NOMAD GTX MEN 3514,,588.64,1425,1,06080581941..,9999,9999
13659,BOTA HIKING B  NIKKO NOMAD GTX MEN 3514,,588.64,1425,1,06080581942..,9999,9999
13660,BOTA HIKING B  NIKKO NOMAD GTX MEN 3514,,588.64,1425,1,06080581943..,9999,9999
13661,BOTA HIKING B  NIKKO NOMAD GTX MEN 3514,,588.64,1425,1,06080581944..,9999,9999
13662,BOTA HIKING B  NIKKO NOMAD GTX MEN 3514,,588.64,1425,1,06080581945..,9999,9999
13663,BOTA HIKING B  NIKKO NOMAD GTX MEN 3514,,588.64,1425,1,06080581946..,9999,9999
13664,MOCHILA        NIKKO RACER 20 NK-9025,,140,308,1,46080582225LT,9999,9999
13665,ACCESORIOS     NIKKO SEC.BELT NK-3136,,37.5,83,1,88058213136,9999,9999
13666,CAMISA     B   SPINIT T.TECNICA M/LGA.,,175.5,430,1,077808663M...,9999,9999
13667,CAMISA     B   SPINIT T.TECNICA M/LGA.,,175.5,430,1,077808663L...,9999,9999
13668,CAMISA     B   SPINIT T.TECNICA M/LGA.,,175.5,430,1,077808663XL..,9999,9999
13669,PPANTALON  AB  SPINIT DESMONT. T.TECNICA,,300,690,1,580808663M...,9999,9999
13670,PPANTALON  AB  SPINIT DESMONT. T.TECNICA,,300,690,1,580808663L...,9999,9999
13671,PPANTALON  AB  SPINIT DESMONT. T.TECNICA,,300,690,1,580808663XL..,9999,9999
13672,CHALECO    VB  SPINIT PESCA,,179.77,0,1,091808663M...,9999,9999
13673,BOTA HIKING B  COLEMAN 4891-1,,44,895,2,0608019208.0.,9999,9999
13674,BOTA HIKING B  COLEMAN 4891-1,,44,895,2,0608019209.0.,9999,9999
13675,BOTA HIKING B  COLEMAN 4891-1,,44,895,2,6080192010,9999,9999
13676,BOTA HIKING B  COLEMAN 4891-1,,44,895,2,6080192011,9999,9999
13677,BOTA HIKING B  COLEMAN 4891-1,,44,895,2,6080192012,9999,9999
13678,BOTA HIKING B  COLEMAN 4891-1,,44,895,2,6080192013,9999,9999
13679,BOTA HIKING B  COLEMAN 3083-1,,44,895,2,0608019218.0.,9999,9999
13680,BOTA HIKING B  COLEMAN 3083-1,,44,895,2,0608019219.0.,9999,9999
13681,BOTA HIKING B  COLEMAN 3083-1,,44,895,2,6080192110,9999,9999
13682,BOTA HIKING B  COLEMAN 3083-1,,44,895,2,6080192111,9999,9999
13683,BOTA HIKING B  COLEMAN 3083-1,,44,895,2,6080192112,9999,9999
13684,BOTA HIKING B  COLEMAN 3083-1,,44,895,2,6080192113,9999,9999
13685,BOTA HIKING B  COLEMAN 3118-2,,44,895,2,0608019228.0.,9999,9999
13686,BOTA HIKING B  COLEMAN 3118-2,,44,895,2,0608019229.0.,9999,9999
13687,BOTA HIKING B  COLEMAN 3118-2,,44,895,2,6080192210,9999,9999
13688,BOTA HIKING B  COLEMAN 3118-2,,44,895,2,6080192211,9999,9999
13689,BOTA HIKING B  COLEMAN 3118-2,,44,895,2,6080192212,9999,9999
13690,BOTA HIKING B  COLEMAN 3118-2,,44,895,2,6080192213,9999,9999
13691,BOTA HIKING B  COLEMAN WANGLER AMPHIB.,,40,895,2,0608019238.0.,9999,9999
13692,BOTA HIKING B  COLEMAN WANGLER AMPHIB.,,40,895,2,0608019239.0.,9999,9999
13693,BOTA HIKING B  COLEMAN WANGLER AMPHIB.,,40,895,2,6080192310,9999,9999
13694,BOTA HIKING B  COLEMAN WANGLER AMPHIB.,,40,895,2,6080192311,9999,9999
13695,BOTA HIKING B  COLEMAN WANGLER AMPHIB.,,40,895,2,6080192312,9999,9999
13696,BOTA HIKING B  COLEMAN WANGLER AMPHIB.,,40,895,2,6080192313,9999,9999
13697,BOTA HIKING B  COLEMAN KLIM AMPHIB.,,40,895,2,0608019248.0.,9999,9999
13698,BOTA HIKING B  COLEMAN KLIM AMPHIB.,,40,895,2,0608019249.0.,9999,9999
13699,BOTA HIKING B  COLEMAN KLIM AMPHIB.,,40,895,2,6080192410,9999,9999
13700,BOTA HIKING B  COLEMAN KLIM AMPHIB.,,40,895,2,6080192411,9999,9999
13701,BOTA HIKING B  COLEMAN KLIM AMPHIB.,,40,895,2,6080192412,9999,9999
13702,BOTA HIKING B  COLEMAN KLIM AMPHIB.,,40,895,2,6080192413,9999,9999
13703,CAÑA           ST.CROIX PREMIER P90 62,,675,1350,1,0838217013-9.,9999,9999
13704,CAÑA           TFO SIGNATURE 06 9X2,,497.5,995,1,0838218029.2.,9999,9999
13705,CAÑA           TFO PROFESIONAL 07 90 X49,,797.5,1595,1,0838218099.4P,9999,9999
13706,CAÑA           TFO PROFESIONAL 05 90 X4P,,797.5,1595,1,0838218159.4P,9999,9999
13707,CAÑA           TFO PROFESIONAL 06 90 X49,,797.5,1595,1,0838218179.4P,9999,9999
13708,CAÑA           TFO PROFES TWO HANDS 8.4,,725,1450,1,8.38E+11,9999,9999
13709,CAÑA           TFO PROFES TWO HANDS 8133,,725,1450,1,083821827SKAG,9999,9999
13710,CAÑA           TFO SCANDINAVIAN T.H.13.9,,725,1450,1,083821831SCA.,9999,9999
13711,CAÑA           TFO TICRX 8 9 X 4,,725,1450,1,0838218439.X4,9999,9999
13712,CAÑA           TFO TICRX T.H. CONVERSION,,80,160,1,0838218467-8.,9999,9999
13713,CAÑA           TFO JIM TEENY 6 9 4J,,1050,2100,1,0838218579.4J,9999,9999
13714,CAÑA           TFO JIM TEENY 8 9 4J,,1050,2100,1,0838218599.4J,9999,9999
13715,LINEA LIDER    CLIMAX TROUT LEADERS 9 F,,24,48,1,4008216010X.9,9999,9999
13716,LINEA LIDER    CLIMAX TROUT LEADERS 9 F,,24,48,1,4008216011X.9,9999,9999
13717,LINEA LIDER    CLIMAX TROUT LEADERS 9 F,,24,48,1,4008216012X.9,9999,9999
13718,LINEA LIDER    CLIMAX TROUT LEADERS 9 F,,24,48,1,4008216013X.9,9999,9999
13719,LINEA LIDER    CLIMAX TROUT LEADERS 9 F,,24,48,1,4008216014X.9,9999,9999
13720,LINEA TIPPET   CLIMAX TIPPET 50 MTS,,24,48,1,4008216020,9999,9999
13721,LINEA TIPPET   CLIMAX TIPPET 50 MTS,,24,48,1,4008216020,9999,9999
13722,LINEA TIPPET   CLIMAX TIPPET 50 MTS,,24,48,1,4008216020,9999,9999
13723,LINEA TIPPET   CLIMAX TIPPET 50 MTS,,24,48,1,4008216020,9999,9999
13724,LINEA TIPPET   CLIMAX TIPPET 50 MTS,,24,48,1,4008216020,9999,9999
13725,LINEA TIPPET   CLIMAX TIPPET 50 MTS,,24,48,1,4008216020,9999,9999
13726,LINEA TIPPET   CLIMAX TIPPET 50 MTS,,24,48,1,4008216020,9999,9999
13727,LINEA TIPPET   CLIMAX TIPPET 50 MTS,,24,48,1,4008216020,9999,9999
13728,LINEA TIPPET   CLIMAX FLUOROCARBON 25 MT,,42.5,85,1,4008216030,9999,9999
13729,LINEA TIPPET   CLIMAX FLUOROCARBON 25 MT,,42.5,85,1,4008216030,9999,9999
13730,LINEA TIPPET   CLIMAX FLUOROCARBON 25 MT,,42.5,85,1,4008216030,9999,9999
13731,LINEA TIPPET   CLIMAX FLUOROCARBON 25 MT,,42.5,85,1,4008216030,9999,9999
13732,LINEA TIPPET   CLIMAX FLUOROCARBON 25 MT,,30,60,1,4008216050,9999,9999
13733,LINEA TIPPET   CLIMAX FLUOROCARBON 25 MT,,30,60,1,4008216050,9999,9999
13734,LINEA TIPPET   CLIMAX FLUOROCARBON 25 MT,,30,60,1,4008216050,9999,9999
13735,LINEA TIPPET   CLIMAX FLUOROCARBON 25 MT,,30,60,1,4008216050,9999,9999
13736,LINEA MOSCA    CLIMAX FLOTE WF.F P/C 2,,225,450,1,400821607WF2F,9999,9999
13737,LINEA MOSCA    CLIMAX FLOTE WF.F P/C 2,,225,450,1,400821607WF3F,9999,9999
13738,LINEA MOSCA    CLIMAX FLOTE WF.F P/C 2,,225,450,1,400821607WF4F,9999,9999
13739,LINEA MOSCA    CLIMAX FLOTE WF.F P/C 2,,225,450,1,400821607WF5F,9999,9999
13740,LINEA MOSCA    CLIMAX FLOTE WF.F P/C 2,,225,450,1,400821607WF6F,9999,9999
13741,LINEA MOSCA    CLIMAX FLOTE WF.F P/C 2,,225,450,1,400821607WF7F,9999,9999
13742,LINEA MOSCA    CLIMAX FLOTE WF.F P/C 2,,225,450,1,400821607WF8F,9999,9999
13743,LINEA GHOSTTIP CLIMAX WF  F1,,290,580,1,400821608WF.4,9999,9999
13744,LINEA GHOSTTIP CLIMAX WF  F1,,290,580,1,400821608WF.5,9999,9999
13745,LINEA GHOSTTIP CLIMAX WF  F1,,290,580,1,400821608WF.6,9999,9999
13746,LINEA SINKTIP  CLIMAX GRAIMS 6/8,,290,580,1,400821609225G,9999,9999
13747,LINEA SHOOTING CLIMAX ST-SINKING,,265,530,1,4008216106.5.,9999,9999
13748,LINEA SHOOTING CLIMAX ST-SINKING,,265,530,1,4008216107.6.,9999,9999
13749,LINEA SHOOTING CLIMAX ST-SINKING,,265,530,1,4008216108.7.,9999,9999
13750,LINEA SHOOTING CLIMAX ST-SINKING,,265,530,1,4008216109.8.,9999,9999
13751,BERMUDA    B   DUKE TROOPER,,247.5,495,1,042817335BXS.,9999,9999
13752,BERMUDA    B   DUKE TROOPER,,247.5,495,1,042817335CXS.,9999,9999
13753,BERMUDA    B   DUKE TROOPER,,247.5,495,1,042817335M...,9999,9999
13754,BERMUDA    B   DUKE TROOPER,,247.5,495,1,042817335L...,9999,9999
13755,BERMUDA    B   DUKE TROOPER,,247.5,495,1,042817335XL..,9999,9999
13756,BERMUDA    B   DUKE TROOPER,,247.5,495,1,042817335XXL.,9999,9999
13757,BERMUDA    B   DUKE TROOPER,,247.5,495,1,042817335XXXL,9999,9999
13758,PPANTALON  AB  DUKE KENDALL 4155,,397.5,795,1,580817317BXS.,9999,9999
13759,PPANTALON  AB  DUKE KENDALL 4155,,397.5,795,1,580817317CXS.,9999,9999
13760,PPANTALON  AB  DUKE KENDALL 4155,,397.5,795,1,580817317M...,9999,9999
13761,PPANTALON  AB  DUKE KENDALL 4155,,397.5,795,1,580817317L...,9999,9999
13762,PPANTALON  AB  DUKE KENDALL 4155,,397.5,795,1,580817317XL..,9999,9999
13763,PPANTALON  AB  DUKE KENDALL 4155,,397.5,795,1,580817317XXL.,9999,9999
13764,PPANTALON  AB  DUKE KENDALL 4155,,397.5,795,1,580817317XXXL,9999,9999
13765,PPANTALON  AA  DUKE TROOPER LADY 15056,,397.5,795,1,580817306BXS.,9999,9999
13766,PPANTALON  AA  DUKE TROOPER LADY 15056,,397.5,795,1,580817306CXS.,9999,9999
13767,PPANTALON  AA  DUKE TROOPER LADY 15056,,397.5,795,1,580817306M...,9999,9999
13768,PPANTALON  AA  DUKE TROOPER LADY 15056,,397.5,795,1,580817306L...,9999,9999
13769,PPANTALON  AA  DUKE TROOPER LADY 15056,,397.5,795,1,580817306XL..,9999,9999
13770,PPANTALON  AA  DUKE TROOPER LADY 15056,,397.5,795,1,580817306XXL.,9999,9999
13771,PPANTALON  AA  DUKE TROOPER LADY 15056,,397.5,795,1,580817306XXXL,9999,9999
13772,TRAJE DE AGUA  PACIF WA.DS333JR NEOPRENE,,557,1230,1,732820181CXS.,9999,9999
13773,TRAJE DE AGUA  PACIF WA.DS333JR NEOPRENE,,557,1230,1,732820181M...,9999,9999
13774,TRAJE DE AGUA  PACIF WA.DS333JR NEOPRENE,,557,1230,1,732820181L...,9999,9999
13775,TRAJE DE AGUA  PACIF WA.DS333JR NEOPRENE,,557,1230,1,732820181XL..,9999,9999
13776,CARPA          WATER PLAYERA,,499.68,1100,1,087812022PLAY,9999,9999
13777,CAÑA           WATER VIRTUAL 1955,,84.01,195,1,838120552,9999,9999
13778,CAÑA           WATER VIRTUAL 2105,,109.8,240,1,838120552.1,9999,9999
13779,CAÑA           WATER VIRTUAL 1805,,93.37,195,1,838120551.8,9999,9999
13780,CAÑA           WATER SUN 2105,,90.35,195,1,838120322.1,9999,9999
13781,CAÑA           WATER CARBRIO 1952,,246.82,550,1,838120802,9999,9999
13782,CAÑA           WATER SUN 1805,,76.84,170,1,838120331.8,9999,9999
13783,CAÑA           KUNNAN SALA 2104,,158.14,350,1,838122402.1,9999,9999
13784,CAÑA           KUNNAN SALA 2404,,158.14,350,1,838122402.4,9999,9999
13785,CAÑA           WATER SEA HAWK POWER 2102,,209.44,460,1,838120452.1,9999,9999
13786,CAÑA           WATER SEA HAWK POWER 2402,,248.77,550,1,838120452.4,9999,9999
13787,CAÑA           WATER TUCAPEL 2102,,234.03,520,1,838120352.1,9999,9999
13788,CAÑA           WATER TUCAPEL 2402,,249.84,550,1,838120352.4,9999,9999
13789,CAÑA           WATER TUCAPEL 2702,,284.63,630,1,838120352.7,9999,9999
13790,CAÑA           WATER PLATINUM 2102 ML,,348.06,770,1,838120202.1,9999,9999
