ID,NOMBRE,DESCRIPCION,COSTO,PRECIO,FK_MON,CODIGO,FK_PROV,FK_MARCA
5428,PPANTALON  AA  CROSS ELECTRIC,,180,360,1,580618916CXS.,9999,9999
5429,PPANTALON  AA  CROSS ELECTRIC,,180,360,1,580618916M...,9999,9999
5430,PPANTALON  AA  CROSS ELECTRIC,,180,360,1,580618916L...,9999,9999
5431,PPANTALON  AA  CROSS TRIPPING,,180,360,1,580618917BXS.,9999,9999
5432,PPANTALON  AA  CROSS TRIPPING,,180,360,1,580618917CXS.,9999,9999
5433,PPANTALON  AA  CROSS TRIPPING,,180,360,1,580618917M...,9999,9999
5434,PPANTALON  AB  CROSS OUTDOOR,,180,360,1,580618956CXS.,9999,9999
5435,PPANTALON  AB  CROSS OUTDOOR,,180,360,1,580618956M...,9999,9999
5436,PPANTALON  AB  CROSS OUTDOOR,,180,360,1,580618956L...,9999,9999
5437,PPANTALON  AB  CROSS OUTDOOR,,180,360,1,580618956XL..,9999,9999
5438,REMERA         CROSS ANAKIN,,77.5,155,1,666618903BXS.,9999,9999
5439,REMERA         CROSS ANAKIN,,77.5,155,1,666618903CXS.,9999,9999
5440,REMERA         CROSS ANAKIN,,77.5,155,1,666618903M...,9999,9999
5441,REMERA         CROSS ANAKIN,,77.5,155,1,666618903L...,9999,9999
5442,REMERA         CROSS BASIK,,77.5,155,1,666618904CXS.,9999,9999
5443,REMERA         CROSS BASIK,,77.5,155,1,666618904M...,9999,9999
5444,REMERA         CROSS BASIK,,77.5,155,1,666618904L...,9999,9999
5445,REMERA         CROSS ANDROMEDY,,77.5,155,1,666618931BXS.,9999,9999
5446,REMERA         CROSS ANDROMEDY,,77.5,155,1,666618931CXS.,9999,9999
5447,REMERA         CROSS ANDROMEDY,,77.5,155,1,666618931M...,9999,9999
5448,REMERA         CROSS ANDROMEDY,,77.5,155,1,666618931L...,9999,9999
5449,REMERA         CROSS ANDROMEDY,,77.5,155,1,666618931XL..,9999,9999
5450,REMERA         CROSS ANIMAL,,77.5,155,1,666618932M...,9999,9999
5451,REMERA         CROSS ANIMAL,,77.5,155,1,666618932L...,9999,9999
5452,REMERA         CROSS ANIMAL,,77.5,155,1,666618932XL..,9999,9999
5453,REMERA         CROSS EVERYDAY,,77.5,155,1,666618933CXS.,9999,9999
5454,REMERA         CROSS EVERYDAY,,77.5,155,1,666618933M...,9999,9999
5455,REMERA         CROSS EVERYDAY,,77.5,155,1,666618933L...,9999,9999
5456,REMERA         CROSS EVERYDAY,,77.5,155,1,666618933XL..,9999,9999
5457,REMERA         CROSS REGENT,,77.5,155,1,666618934M...,9999,9999
5458,REMERA         CROSS REGENT,,77.5,155,1,666618934L...,9999,9999
5459,REMERA         CROSS RIPPER,,77.5,155,1,666618935BXS.,9999,9999
5460,REMERA         CROSS RIPPER,,77.5,155,1,666618935CXS.,9999,9999
5461,REMERA         CROSS RIPPER,,77.5,155,1,666618935M...,9999,9999
5462,REMERA         CROSS RIPPER,,77.5,155,1,666618935L...,9999,9999
5463,REMERA         CROSS RIPPER,,77.5,155,1,666618935XL..,9999,9999
5464,BERMUDA        CROSS SCOUTING,,230,460,1,694618901BXS.,9999,9999
5465,BERMUDA        CROSS SCOUTING,,230,460,1,694618901CXS.,9999,9999
5466,BERMUDA        CROSS SCOUTING,,230,460,1,694618901M...,9999,9999
5467,BERMUDA        CROSS SCOUTING,,230,460,1,694618901L...,9999,9999
5468,HELADERA       ARIMAR SPECIAL C/RUEDAS,,575,1265,1,26561170940LT,9999,9999
5469,ANTEOJOS       RUSTY SKANDAL,,290,720,1,012604051SCAN,9999,9999
5470,ANTEOJOS       RUSTY ENVY,,290,720,1,012604052ENVY,9999,9999
5471,ANTEOJOS       RUSTY BUSY BEE,,424,1050,1,012604053BUSY,9999,9999
5472,HELADERA       POLAR COOLER 5 LT.,,75,165,1,2656059015.LT,9999,9999
5473,MOCHILA        NIKKO LHASSA 60 LT.,,415,913,1,46060586060LT,9999,9999
5474,MOCHILA        NIKKO LHASSA 70+10 NK1030,,475,1045,1,46060587170LT,9999,9999
5475,ACCESORIOS     NIKKO ORG VIAJE ROMA,,35,77,1,86058123237,9999,9999
5476,BOLSA DE DORMIR NIKKO SL 1218,,490,1078,1,044605805+5..,9999,9999
5477,TERMO          VACUUM FLASK 1 LT.,,177.27,390,1,7256059021.LT,9999,9999
5478,CARPA          DOITE YOSEMITE 3 5935,,1955.18,4295,1,0876155133PAX,9999,9999
5479,FAROL          DOITE MINI HALLEY 9519,,551.57,1350,1,1.85E+12,9999,9999
5480,FAROL          DOITE SHARK 9502,,298.34,730,1,1.85E+12,9999,9999
5481,CALENTADOR     DOITE ROCKET 9151,,599.17,1320,1,7.56E+11,9999,9999
5482,CALENTADOR     DOITE PROTEXA 9165,,396.13,970,1,7.56E+11,9999,9999
5483,CALENTADOR     DOITE WESER 9164,,596.69,1470,1,7.56E+11,9999,9999
5484,SILLON         MOR ALPHA,,190,418,1,6.97E+12,9999,9999
5485,HELADERA       IGLOO PLAYMATE LITLE,,190,418,1,2.66E+12,9999,9999
5486,SILLA          OCELOT REPOSERA 0184,,313.64,690,1,6.97E+12,9999,9999
5487,MEDIAS         POWDER TRANSPOR 7/9,,65,165,1,4506150077.9.,9999,9999
5488,MEDIAS         POWDER TRANSPOR 8.5/11,,65,165,1,4506150088,9999,9999
5489,MEDIAS         POWDER TRANSPOR 10/13,,65,165,1,4.51E+12,9999,9999
5490,MEDIAS         RIDGEVIEW LINERS 8.5/11,,13.5,30,1,4506150158,9999,9999
5491,ALQUILER   VENTAS PRESTIGE RENTAL,,0,20,1,799700003VENT,9999,9999
5492,ALQUILER   VENTAS ALTA GAMA RENTAL,,0,40,1,799700001VENT,9999,9999
5493,REMERA         OAKLEY M/C ESTAMP.3415/16,,111.36,245,1,666602801CXS.,9999,9999
5494,REMERA         OAKLEY M/C ESTAMP.3415/16,,111.36,245,1,666602801L...,9999,9999
5495,REMERA         OAKLEY M/C ESTAMP.3415/16,,111.36,245,1,666602801XL..,9999,9999
5496,SHORT          OAKLEY SPLINT 2985,,159.09,0,1,694602801T.28,9999,9999
5497,SHORT          OAKLEY CARBONATION 2979,,245,490,1,694602803T.28,9999,9999
5498,SHORT          OAKLEY CARBONATION 2979,,245,490,1,694602803T.30,9999,9999
5499,SHORT          OAKLEY RUSTER 2981,,245,490,1,694602804T.30,9999,9999
5500,SHORT          OAKLEY RUSTER 2981,,245,490,1,694602804T.32,9999,9999
5501,REMERA LYC     OAKLEY PRESSURE M/C 2991,,131.82,290,1,666602861CXS.,9999,9999
5502,REMERA LYC     OAKLEY PRESSURE M/C 2991,,131.82,290,1,666602861M...,9999,9999
5503,REMERA LYC     OAKLEY PRESSURE M/C 2991,,131.82,290,1,666602861L...,9999,9999
5504,GORROS     V   OAKLEY TRIM 2961,,86.36,190,1,235602806CAP.,9999,9999
5505,GORROS     V   OAKLEY RIP STOP 2838,,86.36,190,1,235602807CAP.,9999,9999
5506,CINTURON       OAKLEY WEBED BELT 4.0,,131.82,290,1,9.36E+11,9999,9999
5507,PPANTALON  AB  ANSILTA KALAHARI MCS16057,,197.5,435,1,580607817CXS.,9999,9999
5508,PPANTALON  AB  ANSILTA KALAHARI MCS16057,,197.5,435,1,580607817M...,9999,9999
5509,PPANTALON  AB  ANSILTA KALAHARI MCS16057,,197.5,435,1,580607817L...,9999,9999
5510,PPANTALON  AB  ANSILTA KALAHARI MCS16057,,197.5,435,1,580607817XL..,9999,9999
5511,PPANTALON  AB  ANSILTA KALAHARI MCS16057,,197.5,435,1,580607817XXL.,9999,9999
5512,CAMPERA        AC RAFFIKE LIMAY / PESCA,,1450,3480,1,085606032M...,9999,9999
5513,CAMPERA        AC RAFFIKE LIMAY / PESCA,,1450,3480,1,085606032L...,9999,9999
5514,CAMPERA        AC RAFFIKE LIMAY / PESCA,,1450,3480,1,085606032XL..,9999,9999
5515,CAMPERA        AC RAFFIKE LIMAY / PESCA,,1450,3480,1,085606032XXL.,9999,9999
5516,CANTIMPLORA    CLARK'S ARMY C/MOSQ 112,,21,65,1,0806118031.LT,9999,9999
5517,HELADERA       EUROCAMPING FLEX GRANDE,,140,350,1,26560100312LT,9999,9999
5518,BERMUDA    B   DUKE KENDALL 4153,,247.5,495,1,042617333BXS.,9999,9999
5519,BERMUDA    B   DUKE KENDALL 4153,,247.5,495,1,042617333CXS.,9999,9999
5520,BERMUDA    B   DUKE KENDALL 4153,,247.5,495,1,042617333M...,9999,9999
5521,BERMUDA    B   DUKE KENDALL 4153,,247.5,495,1,042617333L...,9999,9999
5522,BERMUDA    B   DUKE KENDALL 4153,,247.5,495,1,042617333XL..,9999,9999
5523,BERMUDA    B   DUKE KENDALL 4153,,247.5,495,1,042617333XXL.,9999,9999
5524,BERMUDA    B   DUKE KENDALL 4153,,247.5,495,1,042617333XXXL,9999,9999
5525,REMERA         DUKE 1560,,97.5,195,1,666617321BXS.,9999,9999
5526,REMERA         DUKE 1560,,97.5,195,1,666617321CXS.,9999,9999
5527,ACCESORIOS     ESTACAS DOITE/V 19 CM 12U,,55.12,130,1,86155088808,9999,9999
5528,ACCESORIOS     ESTACAS DOITE REDONDA 12U,,59.61,130,1,86155098812,9999,9999
5529,MOCHILA        DOITE CONIFRA 6649,,1347.56,2970,1,46061555350LT,9999,9999
5530,MOCHILA        DOITE INVICTOR 6865,,195.56,480,1,46061555415LT,9999,9999
5531,MOCHILA        DOITE FULL BASE 5.LT 6874,,195.56,480,1,4606155565.LT,9999,9999
5532,WADERS         WATERDOG NEOPRENE N30 U,,1258,2770,1,754512001XXL.,9999,9999
5533,CARPA          DOITE ZOLO SPECIAL 5944,,1371,2995,1,0876155021PAX,9999,9999
5534,CASCO          CARRERA EVA BASIC,,19,52,3,089300121L.60,9999,9999
5535,ACCESORIOS     BILLETERA CROSS VARIAS,,37.5,83,1,008618901CROS,9999,9999
5536,ACCESORIOS     BILLETERA CROSS KILLER,,37.5,83,1,008618902CROS,9999,9999
5537,ACCESORIOS     BILLETERA CROSS IMPACT,,37.5,83,1,008618903CROS,9999,9999
5538,MOCHILA        OUTSIDE ALPHA 45 KG.,,690,1520,1,46060205145LT,9999,9999
5539,MOCHILA        OUTSIDE ECO ADVENTURE,,800,1780,1,46060202020LT,9999,9999
5540,BUZO       C   VLL MICRODRY FILI,,190,380,1,070507040VLL.,9999,9999
5541,BOLSA DE DORMIR OUTSIDE TRONADOR P/DUVET,,2635,5795,1,044602005750G,9999,9999
5542,BOLSA DE DORMIR OUTSIDE LANIN P/DUVET,,2250,4950,1,044602006500G,9999,9999
5543,CAMISA     B   OUTSIDE KILIMANJARO,,270,650,1,077502001CXS.,9999,9999
5544,CHALECO    VB  OUTSIDE AVENTURA,,410,980,1,091602010CXS.,9999,9999
5545,CHALECO    VB  OUTSIDE AVENTURA,,410,980,1,091602010M...,9999,9999
5546,CHALECO    VB  OUTSIDE AVENTURA,,410,980,1,091602010L...,9999,9999
5547,CHALECO    VB  OUTSIDE AVENTURA,,410,980,1,091602010XL..,9999,9999
5548,CAMISA     B   OUTSIDE KENIA,,298,720,1,077602003CXS.,9999,9999
5549,CAMISA     B   OUTSIDE KENIA,,298,720,1,077602003M...,9999,9999
5550,CAMISA     B   OUTSIDE KENIA,,298,720,1,077602003L...,9999,9999
5551,CAMISA     B   OUTSIDE KENIA,,298,720,1,077602003XL..,9999,9999
5552,PPANTALON  AB  OUTSIDE KILIMANJARO MEN,,410,980,1,580202025BXS.,9999,9999
5553,ACCESORIOS     HEBILLAS ESCALERITA C/UNA,,24,60,1,008602001OUTS,9999,9999
5554,ACCESORIOS     HEBILLAS ANT. 25 MM C/UNA,,24,60,1,008602002OUTS,9999,9999
5555,ACCESORIOS     HEBILLAS ANT. 50 MM C/UNA,,48,120,1,008602003OUTS,9999,9999
5556,SACO VIVAC     OUTSIDE MEDIA MONTAÑA,,717,1730,1,690602002OUTS,9999,9999
5557,CAMISA     A   DUKE CAROLINA 3064,,247.5,495,1,077617301BXS.,9999,9999
5558,CAMISA     A   DUKE CAROLINA 3064,,247.5,495,1,077617301CXS.,9999,9999
5559,CAMISA     A   DUKE CAROLINA 3064,,247.5,495,1,077617301M...,9999,9999
5560,CAMISA     A   DUKE CAROLINA 3064,,247.5,495,1,077617301L...,9999,9999
5561,CAMISA     A   DUKE CAROLINA 3064,,247.5,495,1,077617301XL..,9999,9999
5562,PPANTALON  AB  OUTSIDE KILIMANJARO MEN,,410,980,1,580202025XXXL,9999,9999
5563,BOTA HIKING C  SALO XA PRO 3D,,447.5,985,1,0606125237.5.,9999,9999
5564,BOTA HIKING C  SALO XA PRO 3D,,447.5,985,1,0606125238.0.,9999,9999
5565,BOTA HIKING C  SALO XA PRO 3D,,447.5,985,1,0606125238.5.,9999,9999
5566,BOTA HIKING C  SALO XA PRO 3D,,447.5,985,1,0606125239.0.,9999,9999
5567,BOTA HIKING C  SALO XA PRO 3D,,447.5,985,1,0606125239.5.,9999,9999
5568,BOTA HIKING C  SALO XA PRO 3D,,447.5,985,1,6061252310,9999,9999
5569,BOTA HIKING C  SALO XA PRO 3D,,447.5,985,1,6061252311,9999,9999
5570,BOTA HIKING C  SALO XA PRO 3D,,447.5,985,1,6061252311,9999,9999
5571,BOTA HIKING C  SALO XA PRO 3D,,447.5,985,1,6061252312,9999,9999
5572,BOTA HIKING C  SALO XA PRO 3D,,447.5,985,1,6061252313,9999,9999
5573,CHALECO    A   POWDER AURORA MICRODRY L,,180,450,1,091614503BXS.,9999,9999
5574,CHALECO    A   POWDER AURORA MICRODRY L,,180,450,1,091614503M...,9999,9999
5575,CHALECO    A   POWDER AURORA MICRODRY L,,180,450,1,091614503L...,9999,9999
5576,BUZOS CAMPERA  A POWDER BOULDER WINDWALL,,380,950,1,071614507M...,9999,9999
5577,BUZOS CAMPERA  B POWDER PAMIR WINDWALL M,,460,1150,1,071614517CXS.,9999,9999
5578,BUZOS CAMPERA  B POWDER PAMIR WINDWALL M,,460,1150,1,071614517M...,9999,9999
5579,BUZOS CAMPERA  B POWDER PAMIR WINDWALL M,,460,1150,1,071614517L...,9999,9999
5580,BUZOS CAMPERA  B POWDER PAMIR WINDWALL M,,460,1150,1,071614517XL..,9999,9999
5581,BUZOS CAMPERA  B POWDER PAMIR WINDWALL M,,460,1150,1,071614517XXL.,9999,9999
5582,CHALECO    A   POWDER PAMIR WINDWALL L,,236,590,1,091614504BXS.,9999,9999
5583,CHALECO    A   POWDER PAMIR WINDWALL L,,236,590,1,091614504CXS.,9999,9999
5584,CHALECO    A   POWDER PAMIR WINDWALL L,,236,590,1,091614504M...,9999,9999
5585,CORTAPLUMAS    TRENTON PICNIC,,22.56,55,1,105617181TREN,9999,9999
5586,TERMO          SPINIT 140104 C/FUN 0.500,,125.36,295,1,725608666.5,9999,9999
5587,CAMISA     B   DUKE LEHMAN 3062 M,,275,550,1,077617353M...,9999,9999
5588,CAMISA     B   DUKE LEHMAN 3062 M,,275,550,1,077617353L...,9999,9999
5589,CAMISA     B   DUKE LEHMAN 3062 M,,275,550,1,077617353XL..,9999,9999
5590,CAMISA     B   DUKE LEHMAN 3062 M,,275,550,1,077617353XXL.,9999,9999
5591,CAMISA     B   DUKE LEHMAN 3062 M,,275,550,1,077617353CXS.,9999,9999
5592,CAMISA     A   RAFFIKE 804 GHIBLIS M/C,,220,520,1,077506001BXS.,9999,9999
5593,BRUJULA        GIBSON`S PILS M 836,,22.5,50,1,6.56E+11,9999,9999
5594,ACC.CAMPING    LUZ 9275 QUIMICA GIBSON`S,,13.5,27,1,008619908GIBS,9999,9999
5595,REMERA         EUROCAMPING FLY FISHING,,65,143,1,666601030CXS.,9999,9999
5596,REMERA         EUROCAMPING FLY FISHING,,65,143,1,666601030M...,9999,9999
5597,REMERA         EUROCAMPING FLY FISHING,,65,143,1,666601030L...,9999,9999
5598,REMERA         EUROCAMPING FLY FISHING,,65,143,1,666601030XL..,9999,9999
5599,REMERA         EUROCAMPING FLY FISHING,,65,143,1,666601030XXL.,9999,9999
5600,POLAINAS       DOITE 7043 TREKKER,,145.42,370,1,5.87E+12,9999,9999
5601,LINTERNA       DOITE FRONTAL MINIACTIVE,,112.26,250,1,4.08E+12,9999,9999
5602,MOCHILA        NIKKO HOT POINT 6042,,165,363,1,46060585050LT,9999,9999
5603,LIBROS         CARTAS AONEKER VARIAS,,30,66,1,9358,9999,9999
5604,LIBROS         AGENDA PESCADOR DEPORTIVO,,15,33,1,9359,9999,9999
5605,HELADERA       COLEMAN TAKE G,,115.93,295,1,2.66E+12,9999,9999
5606,HELADERA       COLEMAN WHEELED 50 C/RUE,,460.08,1195,1,2.66E+12,9999,9999
5607,HELADERA       COLEMAN WHEELED 60 C/RUED,,725,1930,1,2.66E+12,9999,9999
5608,HELADERA       COLEM 5640/4 TERMO.12/220,,875,1925,1,2.66E+12,9999,9999
5609,CONGELANTE     COLEMAN SMALL C069,,15.91,40,1,6.58E+12,9999,9999
5610,CONGELANTE     COLEMAN MEDIUM,,20.45,60,1,6.58E+12,9999,9999
5611,CONGELANTE     COLEMAN LARGE C068,,44.55,120,1,6.58E+12,9999,9999
5612,CARPA          COLEMAN 141/121 5 P,,495.45,1320,1,0876019505PAX,9999,9999
5613,CARPA          COLEMAN 747/727 3 P,,270.45,720,1,0876019303PAX,9999,9999
5614,CARPA          COLEMAN 745/725 2 P,,197.73,530,1,0876019202PAX,9999,9999
5615,BOLSA DE DORMIR COLEMAN ADRENALINE -4,,340.91,895,1,044601901-3.8,9999,9999
5616,HACHA          COLEMAN 330 T,,43.18,120,1,255601901836A,9999,9999
5617,CALENTADOR     COLEMAN DUAL FUELL,,1119.76,2720,1,075601901533A,9999,9999
5618,INFLADOR       COLEMAN MANUAL DUAL ACTIO,,122.45,295,1,275601901A150,9999,9999
5619,INFLADOR       COLEMAN DC 12 V,,88.64,240,1,275601910B112,9999,9999
5620,INFLADOR       COLEMAN A PILAS 4D,,200,450,1,275601920C300,9999,9999
5621,HELADERA       COLEMAN AZUL 45.50 LTS.,,386.36,1030,1,2.66E+12,9999,9999
5622,ANTEOJOS       OAKLEY BOTTLECAP BRONZE,,568.18,0,1,1.26E+11,9999,9999
5623,ANTEOJOS       OAKLEY GASCAN DR SMOKE,,705,1690,1,1.26E+11,9999,9999
5624,ANTEOJOS       OAKLEY RIDDLE IR,,790,1890,1,1.26E+11,9999,9999
5625,GORROS     V   OAKLEY SCRIPT 3025,,86.36,190,1,235602808CAP.,9999,9999
5626,GORROS     V   OAKLEY STATIC 3024,,86.36,190,1,235602809CAP.,9999,9999
5627,BOLSA DE DORMIR WATERDOG LOCH 250,,303.6,670,1,044612020+3..,9999,9999
5628,BOLSA DE DORMIR WATERDOG EVEREST 300,,1665.07,3670,1,044612021-5..,9999,9999
5629,BOLSA DE DORMIR NATWAY DRAKE,,524.98,1150,1,044612022+5..,9999,9999
5630,BOLSA DE DORMIR NATWAY PAYNE,,917.13,1995,1,044612023-10.,9999,9999
5631,BOTELLA        WATERDOG WBT 1075 1003BC,,47.43,95,1,063612001750C,9999,9999
5632,BOTELLA        WATERDOG WBT 1050 1005RC,,47.43,95,1,063612002500C,9999,9999
5633,CANTIMPLORA    WATERDOG 1108,,53.77,120,1,806120090.8,9999,9999
5634,BERMUDA    B   DUKE OAK LINGH 4154,,247.5,495,1,042617334CXS.,9999,9999
5635,MEDIAS         POWDER TREKKING 8.5/11,,62,155,1,4506150108,9999,9999
5636,MEDIAS         POWDER TREKKING 10/13,,62,155,1,4.51E+12,9999,9999
5637,CARRETE        KUNNAN DRAKE 5-6,,202.43,450,1,085612208L5-6,9999,9999
5638,CAMPERA    B   SPYDER GM,,675,1485,2,085608216CXS.,9999,9999
5639,CAMPERA    B   SPYDER GM,,675,1485,2,085608216M...,9999,9999
5640,CAMPERA    B   SPYDER GM,,675,1485,2,085608216L...,9999,9999
5641,CAMPERA    B   SPYDER GM,,675,1485,2,085608216XL..,9999,9999
5642,CAMPERA    B   SPYDER GM,,675,1485,2,085608216XXL.,9999,9999
5643,CAMPERA    A   TNF CLASSIC GM,,675,1485,2,085608209XL..,9999,9999
5644,CAMPERA    A   TNF POCKET GM,,675,1485,2,085608207CXS.,9999,9999
5645,CAMPERA    J   TNF CLASSIC GM,,597.5,1315,2,085608231T.16,9999,9999
5646,CAMPERA    J   TNF CLASSIC GM,,597.5,1315,2,085608231T.18,9999,9999
5647,GORROS     V   WATERDOG NAHUEL MAPU,,37.95,85,1,235612005WATE,9999,9999
5648,GORROS     V   WATERDOG MULLACO,,75.9,170,1,235612006WATE,9999,9999
5649,BRUJULA        WATER DC 45 - 2B,,75.9,170,1,065612010MILI,9999,9999
5650,BRUJULA        WATER DC 45 - 3A,,56.94,130,1,065612011MILI,9999,9999
5651,CARTUCHO       DOITE BUTANO-PROPANO 227G,,21.96,50,1,088615502227G,9999,9999
5652,CHALECO    VC  NAVAJO PESCA,,240,528,1,091608551UNIC,9999,9999
5653,CANOA          PATAGONIA KAYAC DELTA DOB,,2357,4235,1,081514076BARR,9999,9999
5654,BOTA.R         ROSSIGNOL RACE 2,,100,300,3,6131309930,9999,9999
5655,CAMPERA    B   RAFFIKE K 2,,1297.5,2855,1,085606017CXS.,9999,9999
5656,CAMPERA    B   RAFFIKE K 2,,1297.5,2855,1,085606017M...,9999,9999
5657,CAMPERA    B   RAFFIKE K 2,,1297.5,2855,1,085606017L...,9999,9999
5658,CAMPERA    B   RAFFIKE K 2,,1297.5,2855,1,085606017XL..,9999,9999
5659,CAMPERA    B   N.NET WINDSTOP.,,745,1490,2,085609515CXS.,9999,9999
5660,CAMPERA    B   N.NET WINDSTOP.,,745,1490,2,085609515M...,9999,9999
5661,CAMPERA    B   N.NET WINDSTOP.,,745,1490,2,085609515L...,9999,9999
5662,CAMPERA    B   N.NET WINDSTOP.,,745,1490,2,085609515XL..,9999,9999
5663,CAMPERA    B   N.NET WINDSTOP.,,745,1490,2,085609515XXL.,9999,9999
5664,JARROS         WATERDOG TERMICO LCM 1406,,171.73,380,1,280612007INOX,9999,9999
5665,JARROS         WATERDOG LCM 1403 TERMICO,,98.64,220,1,280612008INOX,9999,9999
5666,ACCESORIOS     GAS SABRE P22  OC,,127.36,280,1,008612003SABR,9999,9999
5667,ACCESORIOS     GAS SABRE P14  OC,,110.58,250,1,008612002SABR,9999,9999
5668,BOLSO          WATERDOG ESTANCO DHB 50,,798.36,1750,1,046612001WATE,9999,9999
5669,BOLSO          WATERDOG ESTANCO DBS 25,,145.48,320,1,046612003WATE,9999,9999
5670,BOLSO          WATERDOG ESTANCO DBS 50,,305.39,670,1,046612004WATE,9999,9999
5671,REEL           WATER DRAKE 3-4,,317,695,1,652612004L3-4,9999,9999
5672,RIÑONERA       N.NET EXPEDITION,,145,290,1,670609501N.N.,9999,9999
5673,MOCHILA        SALO WANDERER 20,,87,165,1,46061251119LT,9999,9999
5674,MOCHILA        SALO RAID REVO 30,,142,291,1,46061253131LT,9999,9999
5675,MOCHILA        SALO RAID REVO 20,,131,220,1,46061251217LT,9999,9999
5676,MOCHILA        SALO RAID REVO 10 S865948,,101.43,224,1,46061250110LT,9999,9999
5677,BOLSO          SALO CONTAINER 100 C/RUED,,406.82,985,1,04661258188LT,9999,9999
5678,SANDALIA       ASOLO SCRAMBLER,,204.55,495,1,0606088016.0.,9999,9999
5679,SANDALIA       ASOLO SCRAMBLER,,204.55,495,1,0606088017.0.,9999,9999
5680,SANDALIA       ASOLO SCRAMBLER,,204.55,495,1,0606088018.0.,9999,9999
5681,SANDALIA       ASOLO SCRAMBLER,,204.55,495,1,0606088019.0.,9999,9999
5682,SANDALIA       ASOLO SCRAMBLER,,204.55,495,1,6060880110,9999,9999
5683,SANDALIA       ASOLO SCRAMBLER,,204.55,495,1,6060880111,9999,9999
5684,SANDALIA       ASOLO SCRAMBLER,,204.55,495,1,6060880112,9999,9999
5685,BOTA HIKING B  SALO ALP 6 GTX,,675,1485,1,0606125259.0.,9999,9999
5686,BOTA HIKING B  SALO ALP 6 GTX,,675,1485,1,6061252510,9999,9999
5687,BOTA HIKING B  SALO ALP 6 GTX,,675,1485,1,6061252511,9999,9999
5688,PPANTALON  AB  RAFFIKE AMAZON 404,,297.5,655,1,580506019BXS.,9999,9999
5689,GORROS     I   NIKE 590900 DRI-FIT,,74.5,149,1,235602306NIKE,9999,9999
5690,ACCESORIOS     TRANSFORMADOR COLEMAN 86,,97.73,240,1,008601901CL86,9999,9999
5691,GORROS     V   SALOMON XA CAP 79190/08,,34.88,77,1,235612503SALO,9999,9999
5692,POLAINAS       OUTSIDE ULTREX,,450,1080,1,586502001CXS.,9999,9999
5693,MOCHILA        SPIRIT AMAZON,,160,395,1,460518411SPIR,9999,9999
5694,MOCHILA        SPIRIT TROPHY,,230,550,1,460518412SPIR,9999,9999
5695,GORROS     V   SALOMON XA + CAP 79190?,,37.03,83,1,235612506XA+C,9999,9999
5696,MOCHILA        SALO SAND STORM45W 865922,,198.03,417,1,46061252245LT,9999,9999
5697,CALZA      B   POWDER MEN D.K.,,160,395,1,076614531CXS.,9999,9999
5698,CALZA      B   POWDER MEN D.K.,,160,395,1,076614531M...,9999,9999
5699,CALZA      B   POWDER MEN D.K.,,160,395,1,076614531L...,9999,9999
5700,CALZA      B   POWDER MEN D.K.,,160,395,1,076614531XL..,9999,9999
5701,CALZA      B   POWDER MEN D.K.,,160,395,1,076614531XXL.,9999,9999
5702,PALA NAUTICA   PATAGONIAN SIMPLE MADERA,,165,363,1,578614075SIMP,9999,9999
5703,PALA NAUTICA   PATAGONIAN DAYTRIPER,,197.5,435,1,578614076ALUM,9999,9999
5704,CALZA BIKE C   LIMA ARGENTINA,,125,275,1,076601030M...,9999,9999
5705,CALZA BIKE C   LIMA ARGENTINA,,125,275,1,076601030L...,9999,9999
5706,CALZA BIKE C   LIMA ARGENTINA,,125,275,1,076601030XL..,9999,9999
5707,CAMISE BIK C   LIMA ARGENTINA,,125,275,1,079601030M...,9999,9999
5708,CAMISE BIK C   LIMA ARGENTINA,,125,275,1,079601030L...,9999,9999
5709,CAMISE BIK C   LIMA ARGENTINA,,125,275,1,079601030XL..,9999,9999
5710,REMERA         BOTHROPS LADY,,47.5,105,1,666619201CXS.,9999,9999
5711,REMERA         BOTHROPS MUSCULOSA,,47.5,105,1,666619202UNIC,9999,9999
5712,REMERA         BOTHROPSMEN M/CORTA,,65,143,1,666619203M...,9999,9999
5713,REMERA         BOTHROPSMEN M/CORTA,,65,143,1,666619203L...,9999,9999
5714,SHORT          BOTRHOPS,,60,0,1,694619201CXS.,9999,9999
5715,SHORT          BOTRHOPS,,60,0,1,694619201M...,9999,9999
5716,SHORT          BOTRHOPS,,60,0,1,694619201L...,9999,9999
5717,SHORT          BOTRHOPS,,60,0,1,694619201XL..,9999,9999
5718,SHORT          BOTRHOPS,,60,0,1,694619201XXL.,9999,9999
5719,MEDIAS         NIKE DRI-FIT SX0812,,49,98,1,4506023079,9999,9999
5720,PILAS          ENERGIZER AA X 1,,1.5,4,1,581611906AAX1,9999,9999
5721,BOLSA DE DORMIR DOITE COMPACT DOWN 3328,,3102.53,6795,1,044615558-6..,9999,9999
5722,CAJA MOSCA     SPINIT VERDE,,47.64,95,1,7.46E+11,9999,9999
5723,CAMISE TEC A   SALO BODY MAPPING W,,85.33,182,1,079612503BXS.,9999,9999
5724,CAMISE TEC A   SALO BODY MAPPING W,,85.33,182,1,079612503M...,9999,9999
5725,CAMISE TEC B   SALO ARTIC CREW M,,101.43,226,1,079612517CXS.,9999,9999
5726,CALZA TEC  A   SALO ARTIC PANT W,,79.96,171,1,076612501CXS.,9999,9999
5727,CALZA TEC  A   SALO ARTIC PANT W,,79.96,171,1,076612501M...,9999,9999
